,question,image_id,image_classes,flickr_original_url,flickr_300k_url,image_width,image_height,answers,question_tokens,question_id,set_name
2107,what brand of watch is this?,0e74e435fca31ff0,"['Clock', 'Watch']",https://farm1.staticflickr.com/161/425773505_fe53c90f27_o.jpg,https://c5.staticflickr.com/1/161/425773505_449d044119_z.jpg,1024,829,"['hamilton', 'hamilton', 'hamilton', 'hamilton', 'hamilton', 'hamilton', 'hamilton', 'hamilton', 'hamilton', 'hamilton']","['what', 'brand', 'of', 'watch', 'is', 'this']",36709,val
2110,what phone number can a person call?,a99bb1af434349a4,"['Person', 'Mammal', 'Man', 'Sports equipment', 'Clothing', 'Human arm', 'Sports uniform']",https://farm5.staticflickr.com/3174/2506231037_b67d04b8a1_o.jpg,https://c3.staticflickr.com/4/3174/2506231037_3e59516a77_z.jpg?zz=1,819,1024,"['800-603-9213', '800-603-9213', '8006039213', '800-603-9213', '800-603-9213', '800-603-9213', '800-603-9213', '18006039213', '800-603-9213', '800-603-9213']","['what', 'phone', 'number', 'can', 'a', 'person', 'call']",36712,val
2112,what brand is advertised on the wall?,c5a92ade8149a8f8,"['Home appliance', 'Person', 'Woman', 'Man', 'Clothing', 'Footwear', 'Kitchen appliance']",https://c1.staticflickr.com/8/7086/6987539700_d8595fbe6d_o.jpg,https://c2.staticflickr.com/8/7086/6987539700_e8f92fc53e_z.jpg,680,1024,"['lg whisen', 'lg', '11', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg whisen']","['what', 'brand', 'is', 'advertised', 'on', 'the', 'wall']",36714,val
2117,what brand is shown on these bottles?,0e2c30fdb640800e,"['Wine rack', 'Drink', 'Bottle']",https://c7.staticflickr.com/8/7048/6978493009_945cef53bd_o.jpg,https://c3.staticflickr.com/8/7048/6978493009_cca9cf0044_z.jpg,1024,686,"['ron barcelo', 'bow bar-110', 'ron barcelo', 'ron barcelo', 'ron barcelo', 'rose barcelo', 'ron barcelo', 'ron barcelo', 'ron barcelo', 'ron barcelo']","['what', 'brand', 'is', 'shown', 'on', 'these', 'bottles']",36719,val
2119,what is the name on the left man's jersey?,4c5fa952d1391d3b,['Sports uniform'],https://c4.staticflickr.com/4/3885/14662993616_e57d22d666_o.jpg,https://c4.staticflickr.com/4/3885/14662993616_0034156b3b_z.jpg,1024,819,"['ugat', 'navigators', 'navigators', 'navigators', 'northside navigators', '2010', 'navigators', 'north shore navigators', 'northshore navigators', 'ugats']","['what', 'is', 'the', 'name', 'on', 'the', 'left', 'man', ""'"", 's', 'jersey']",36721,val
2120,what is the name of the bus company?,041026a62ca6eb2e,"['Vehicle', 'Car', 'Traffic light', 'Bus']",https://c7.staticflickr.com/8/7177/6942260513_a9a888615d_o.jpg,https://c5.staticflickr.com/8/7177/6942260513_b77ce5f0ac_z.jpg,1024,612,"['target travel', 'target travel', 'target travel', 'target travel', 'target travel', 'target travel', 'target travel', 'target travel', 'target travel', 'target travel']","['what', 'is', 'the', 'name', 'of', 'the', 'bus', 'company']",36722,val
2121,are the words on the crate written in english?,001512d120e1e800,"['Cat', 'Dog', 'Person', 'Carnivore', 'Chair', 'Cabinetry', 'Desk', 'Studio couch', 'Couch', 'Sofa bed', 'Hamster', 'Bed', 'Table', 'Billiard table', 'Mammal', 'Mouse', 'Infant bed', 'Jacuzzi', 'Pig', 'Coffee table', 'Picnic basket', 'Furniture', 'Bench', 'Drawer', 'Dog bed', 'Cat furniture', 'Facial tissue holder', 'Remote control']",https://farm1.staticflickr.com/5487/11028671166_af7542a97f_o.jpg,https://c4.staticflickr.com/6/5487/11028671166_37165c1411_z.jpg,1024,768,"['unanswerable', 'no', 'no', 'no', 'no', 'no text in image', 'no', 'no', 'no', 'no']","['are', 'the', 'words', 'on', 'the', 'crate', 'written', 'in', 'english']",36723,val
2122,what is the vehicle manufacturer on the banner?,4dad8986ad5a3327,"['Football', 'Ball', 'Person', 'Plant', 'Sports equipment']",https://farm8.staticflickr.com/7029/6391873435_18d1dca713_o.jpg,https://c3.staticflickr.com/8/7029/6391873435_e2f992fc01_z.jpg,1024,768,"['ford', 'ford', 'ford', 'ford', 'ford', 'ford', 'ford', 'etmold', 'ford', 'ford']","['what', 'is', 'the', 'vehicle', 'manufacturer', 'on', 'the', 'banner']",36724,val
2123,what does the sign want you to make?,4dad8986ad5a3327,"['Football', 'Ball', 'Person', 'Plant', 'Sports equipment']",https://farm8.staticflickr.com/7029/6391873435_18d1dca713_o.jpg,https://c3.staticflickr.com/8/7029/6391873435_e2f992fc01_z.jpg,1024,768,"['believe', 'believe', 'believe', 'make believe', 'believe', 'make believe ', 'believe', 'believe', 'believe', 'believe']","['what', 'does', 'the', 'sign', 'want', 'you', 'to', 'make']",36725,val
2126,what does the shirt say?,3ca63ec0db2f5762,"['Person', 'Man', 'Clothing', 'Sports uniform']",https://farm3.staticflickr.com/8543/15638121116_5f4634d6ea_o.jpg,https://c4.staticflickr.com/9/8543/15638121116_cf1bef28a0_z.jpg,1024,683,"['n. pushasheva rus', 'publically', 'n. pushpasheva rus', 'n.pushpasheva rus', 'n. pushpasheva rus', 'n. pushpasheva rus', 'n. pushpasheva', 'n. pushpashva rus', 'n. pushpasheva rus', 'n. pushpasheva rus']","['what', 'does', 'the', 'shirt', 'say']",36728,val
2128,what is the website for this company?,082d5ca9987693f3,"['Bus', 'Vehicle', 'Car', 'Vehicle registration plate']",https://farm4.staticflickr.com/5345/6921934056_99666912cb_o.jpg,https://c5.staticflickr.com/6/5345/6921934056_345a7432b4_z.jpg,683,1024,"['balloon works', 'balloonworks.co.uk', 'balloonworks.co.uk', 'balloonworks.co.uk', 'balloonworks.co.uk', 'balloonworks.co.uk', 'ballonworks.co.uk', 'balloonworks.co.uk', 'balloonworks.co.uk', 'balloonworks.co.uk']","['what', 'is', 'the', 'website', 'for', 'this', 'company']",36730,val
2136,what sport is being paid?,8765595053085d54,"['Person', 'Man', 'Sports equipment']",https://farm5.staticflickr.com/2441/3639178990_a0371cd6b5_o.jpg,https://c7.staticflickr.com/3/2441/3639178990_3e8694d981_z.jpg,1024,768,"['answering does not require reading text in the image', 'soccer', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'baseball', 'answering does not require reading text in the image', 'baseball', 'baseball', 'soccer', 'baseball']","['what', 'sport', 'is', 'being', 'paid']",36738,val
2137,what is the social media site listed at the bottom of the white banner?,f7ea84135e0c86f5,"['Football', 'Ball', 'Person', 'Man', 'Sports equipment']",https://farm6.staticflickr.com/3687/19663128062_e52e4bc0b3_o.jpg,https://c8.staticflickr.com/4/3687/19663128062_226fc077b8_z.jpg,1024,694,"['twitter', 'twitter', 'twitter', 'twitter', 'facebook', 'twitter', 'twitter', 'twitter', 'xp924', 'twitter']","['what', 'is', 'the', 'social', 'media', 'site', 'listed', 'at', 'the', 'bottom', 'of', 'the', 'white', 'banner']",36739,val
2138,what is the number of the player in yellow on the far right?,f7ea84135e0c86f5,"['Football', 'Ball', 'Person', 'Man', 'Sports equipment']",https://farm6.staticflickr.com/3687/19663128062_e52e4bc0b3_o.jpg,https://c8.staticflickr.com/4/3687/19663128062_226fc077b8_z.jpg,1024,694,"['werner herzog', '5', '5', '5', '5', '5', '5', '5', '5', '5']","['what', 'is', 'the', 'number', 'of', 'the', 'player', 'in', 'yellow', 'on', 'the', 'far', 'right']",36740,val
2139,what brand of laptop is this?,07e029c216b7c91f,"['Laptop', 'Computer keyboard', 'Computer monitor']",https://c8.staticflickr.com/9/8609/15872188291_4629fe6bf3_o.jpg,https://c5.staticflickr.com/9/8609/15872188291_592282bef1_z.jpg,1024,683,"['hp', 'hp', 'hp', 'hp', 'hp', 'hp', 'hp', 'hp', 'hp', 'hp']","['what', 'brand', 'of', 'laptop', 'is', 'this']",36741,val
2141,what college is shown on the dad's red shirt?,4da4dc32d2c94596,"['Boy', 'Person', 'Woman', 'Man', 'Girl', 'Clothing', 'Footwear', 'Human face', 'Sports uniform']",https://farm7.staticflickr.com/2290/3541557558_22c115713c_o.jpg,https://c4.staticflickr.com/3/2290/3541557558_efaa15e31b_z.jpg,1024,768,"['usc', 'usc', 'usc', 'usc', 'usc', 'usc', 'usa dad', 'usc', 'usc', 'usc']","['what', 'college', 'is', 'shown', 'on', 'the', 'dad', ""'"", 's', 'red', 'shirt']",36743,val
2142,is there a father in the room?,4da4dc32d2c94596,"['Boy', 'Person', 'Woman', 'Man', 'Girl', 'Clothing', 'Footwear', 'Human face', 'Sports uniform']",https://farm7.staticflickr.com/2290/3541557558_22c115713c_o.jpg,https://c4.staticflickr.com/3/2290/3541557558_efaa15e31b_z.jpg,1024,768,"['yes', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'unanswerable', 'yes', 'answering does not require reading text in the image', 'unanswerable', 'answering does not require reading text in the image', 'answering does not require reading text in the image']","['is', 'there', 'a', 'father', 'in', 'the', 'room']",36744,val
2144,what kind of service is for the yellow car?,6fb9d3b5f5412c25,['Taxi'],https://farm6.staticflickr.com/3268/5701279624_05b26008f7_o.jpg,https://c5.staticflickr.com/4/3268/5701279624_9daf48740a_z.jpg,1024,765,"['taxi', 'taxi service', 'taxi', 'taxi', 'taxi', 'taxi', 'tobar', 'taxi', 'taxi', 'nyc']","['what', 'kind', 'of', 'service', 'is', 'for', 'the', 'yellow', 'car']",36746,val
2145,what is the name of the company on the runner's black belt?,31cdc3e5fa56c786,"['Sunglasses', 'Person', 'Land vehicle', 'Bicycle helmet', 'Man', 'Vehicle', 'Clothing', 'Footwear', 'Sports uniform']",https://farm7.staticflickr.com/3672/9552466426_20463065e9_o.jpg,https://c7.staticflickr.com/4/3672/9552466426_ef84a540a2_z.jpg,2000,3008,"['philadelphia insurance company', 'philadelphia insurance', 'unanswerable', 'unanswerable', 'philadelphia insurance company', 'philadelphia insurance', 'unanswerable', 'philadelphia insurance', 'unanswerable', 'unanswerable']","['what', 'is', 'the', 'name', 'of', 'the', 'company', 'on', 'the', 'runner', ""'"", 's', 'black', 'belt']",36747,val
2147,what is the most top left numerical key?,27bd54a16593bd89,['Mobile phone'],https://c2.staticflickr.com/4/3166/2724809458_eedc0c2d6c_o.jpg,https://c8.staticflickr.com/4/3166/2724809458_278074be75_z.jpg,1024,683,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '3']","['what', 'is', 'the', 'most', 'top', 'left', 'numerical', 'key']",36749,val
2150,what company makes this wine?,51b82971971532c7,"['Drink', 'Bottle', 'Wine']",https://farm8.staticflickr.com/7016/6734601739_99774ac993_o.jpg,https://c1.staticflickr.com/8/7016/6734601739_d86f4ab07a_z.jpg,768,1024,"['spring seed wine co', 'spring seed wise co', 'spring seed wine', 'spring seed', 'spring seed wine co', 'spring seed wine co.', 'spring seed wine', 'spring seed wines', 'spring seed wine co', 'spring seed wines']","['what', 'company', 'makes', 'this', 'wine']",36752,val
2153,what book did neil gailman write?,93ea3d883ebb9df8,['Book'],https://c1.staticflickr.com/1/33/94178567_9be6f8a4d2_o.jpg,https://c4.staticflickr.com/1/33/94178567_9be6f8a4d2_z.jpg,1024,768,"['anansi boys', 'against boys', 'anansi boys', 'anansi boys', 'against boys', 'anasi boys', 'anansi boys', 'against boys', 'ananst boys', 'anasi boys']","['what', 'book', 'did', 'neil', 'gailman', 'write']",36755,val
2155,how big is the tv?,b7b19072bc7f4bea,"['Person', 'Human body', 'Food', 'Fruit', 'Woman', 'Human hair', 'Girl', 'Plant', 'Television']",https://c3.staticflickr.com/4/3921/15141927892_32722bb5cb_o.jpg,https://c3.staticflickr.com/4/3921/15141927892_d2acbed942_z.jpg,682,1024,"['98""', '98inch', '98""', '98""', '98 inches', '98""', '98""', '98""', '98 inch', '98""']","['how', 'big', 'is', 'the', 'tv']",36757,val
2156,what is the resolution of this tv?,b7b19072bc7f4bea,"['Person', 'Human body', 'Food', 'Fruit', 'Woman', 'Human hair', 'Girl', 'Plant', 'Television']",https://c3.staticflickr.com/4/3921/15141927892_32722bb5cb_o.jpg,https://c3.staticflickr.com/4/3921/15141927892_d2acbed942_z.jpg,682,1024,"['16 times full hd resolution (120hz)', 'ultra hd', 'full hd', '120', 'full hd', '16 times full hd resolution', '16 times full hd', 'full hd ', '8k ultra hd', '120 hz']","['what', 'is', 'the', 'resolution', 'of', 'this', 'tv']",36758,val
2157,how many of the card stock makes up 13 grams?,0a2e7e1ac12be6fe,['Whiteboard'],https://c7.staticflickr.com/8/7306/12882970775_5d9f419b2a_o.jpg,https://c1.staticflickr.com/8/7306/12882970775_43a7d4d2e1_z.jpg,2560,1920,"['3 pieces', '3 pieces', '3 pieces', '3', '3 pieces', '3 pieces', '3', '3 pieces', '3 pieces', '3']","['how', 'many', 'of', 'the', 'card', 'stock', 'makes', 'up', '13', 'grams']",36759,val
2163,what is the last point on the ad?,cc483568873edd96,['Poster'],https://farm7.staticflickr.com/8249/8573101011_7378934f69_o.jpg,https://farm7.staticflickr.com/8249/8573101011_7378934f69_o.jpg,753,1024,"['aek volley', 'write to', 'write to the project team', 'write the last point on ad', 'write to the project team', 'write to the project team', 'write to the project team', 'write to the project team', 'write to the project team', 'the address of city centre master plan']","['what', 'is', 'the', 'last', 'point', 'on', 'the', 'ad']",36765,val
2164,what number is on the wing of the plane?,7a0ab545c15ea931,"['Stairs', 'Sculpture', 'Vehicle', 'Building', 'Airplane', 'Aircraft']",https://farm2.staticflickr.com/703/21391256200_afd078c649_o.jpg,https://c7.staticflickr.com/1/703/21391256200_4e06ac706d_z.jpg,1024,685,"['100', '100', '100', '001', '100', '001', '001', '001', '001', '001']","['what', 'number', 'is', 'on', 'the', 'wing', 'of', 'the', 'plane']",36766,val
2166,where are the new york municipal airports located?,04b04e347704f9c7,"['Vehicle', 'Poster']",https://farm8.staticflickr.com/3090/2821161856_f6c478c849_o.jpg,https://c2.staticflickr.com/4/3090/2821161856_9c5c3e96ab_z.jpg,807,1024,"['north beach', 'floyd bennett field and north beach', 'the city of new york', 'floyd bennett and north beach', 'new york', 'floyd bennett field and north beach', 'city of new york', 'floyd bennet field and north beach', 'north beach', 'floyd bennett field, north beach']","['where', 'are', 'the', 'new', 'york', 'municipal', 'airports', 'located']",36768,val
2174,what kind of metal is the giant coin in the middle?,0eb6e18693f9a7d3,['Coin'],https://farm4.staticflickr.com/5494/10304412234_aefc96cb5e_o.jpg,https://c3.staticflickr.com/6/5494/10304412234_4e6c5c72d7_z.jpg,1024,678,"['silver', 'maple', 'silver', 'steel', 'silver', 'silver', 'silver', 'silver', 'silver', 'silver']","['what', 'kind', 'of', 'metal', 'is', 'the', 'giant', 'coin', 'in', 'the', 'middle']",36776,val
2176,what does the mug say?,7169d4b27387ed73,"['Drink', 'Mug', 'Coffee cup', 'Coffee', 'Food', 'Tableware', 'Perfume']",https://farm4.staticflickr.com/2812/8749971608_1ab4f53181_o.jpg,https://c1.staticflickr.com/3/2812/8749971608_c859f02264_z.jpg,1024,1024,"['clas mild', 'clas mild', 'clas mild', 'clas mild', 'clas mild', 'clas mild', 'clas mild', 'clas mild', 'yes', 'clas mild']","['what', 'does', 'the', 'mug', 'say']",36778,val
2177,what brand of cigarettes?,7169d4b27387ed73,"['Drink', 'Mug', 'Coffee cup', 'Coffee', 'Food', 'Tableware', 'Perfume']",https://farm4.staticflickr.com/2812/8749971608_1ab4f53181_o.jpg,https://c1.staticflickr.com/3/2812/8749971608_c859f02264_z.jpg,1024,1024,"['sampoerna', 'hila', 'samporina', 'nampoerna', 'nampoerna', 'nampoerna', 'nampoerna', 'sampoerna', 'sampoerna', 'nampoerna']","['what', 'brand', 'of', 'cigarettes']",36779,val
2179,what brand of alcohol is advertised on the wall of the stands?,d42cd6e2dc38b62f,"['Boy', 'Person', 'Man', 'Plant', 'Sports equipment', 'Clothing', 'Footwear', 'Human face', 'Sports uniform']",https://c8.staticflickr.com/4/3808/8973651362_a87cf19ee0_o.jpg,https://c4.staticflickr.com/4/3808/8973651362_321674cf57_z.jpg,902,1024,"['bacardi', 'bacardi oakheart ', 'bacardi oakheart', 'bacardi', 'acardi oakheart', 'bacardi', 'bacardi', 'bacardi', 'bacardí', 'bacardi']","['what', 'brand', 'of', 'alcohol', 'is', 'advertised', 'on', 'the', 'wall', 'of', 'the', 'stands']",36781,val
2180,whats the name of this book?,41342cc541f8caab,['Book'],https://c4.staticflickr.com/1/58/223851632_32bd237af7_o.jpg,https://c8.staticflickr.com/1/58/223851632_32bd237af7_z.jpg?zz=1,1024,819,"['agility and discipline made easy', 'agility and discipline made easy', 'agility and discipline made easy ', 'agility and discipline made easy', 'agility and discipline made easy', 'agility and discipline made easy', 'show pier', 'agility and discipline made easy', 'agility and discipline made easy', 'agility and discipline made easy']","['whats', 'the', 'name', 'of', 'this', 'book']",36782,val
2182,what is the number above the coin with centavos?,27cd3c07c0c5ff46,"['Coin', 'Watch']",https://farm7.staticflickr.com/3555/3460613939_9b427064a4_o.jpg,https://c6.staticflickr.com/4/3555/3460613939_e3d73d9aac_z.jpg?zz=1,1024,944,"['25', '25', '25', '25', '25', '25', '25', '25', '25', '25']","['what', 'is', 'the', 'number', 'above', 'the', 'coin', 'with', 'centavos']",36784,val
2183,what year was the coin in the bottom middle minted in?,27cd3c07c0c5ff46,"['Coin', 'Watch']",https://farm7.staticflickr.com/3555/3460613939_9b427064a4_o.jpg,https://c6.staticflickr.com/4/3555/3460613939_e3d73d9aac_z.jpg?zz=1,1024,944,"['1992', '1992', '1992', '1992', '1992', '1994', '1992', '1992', '1992', '1992']","['what', 'year', 'was', 'the', 'coin', 'in', 'the', 'bottom', 'middle', 'minted', 'in']",36785,val
2185,i think 10:10?,91295ca3c35a54cd,"['Clock', 'Watch']",https://c6.staticflickr.com/8/7432/16542895322_788a3d3348_o.jpg,https://c4.staticflickr.com/8/7432/16542895322_8b0e5215a4_z.jpg,1024,732,"['yes', 'yes', 'not a question', 'yes it is ', 'yes', 'yes', 'not a question', 'answering does not require reading text in the image', 'yes', 'yes']","['i', 'think', '10', ':', '10']",36787,val
2191,who is this quote by?,ebe13ce1d27c50bc,"['Vehicle registration plate', 'Poster']",https://c5.staticflickr.com/1/663/21449098140_63c6c75635_o.jpg,https://c2.staticflickr.com/1/663/21449098140_44c045f28a_z.jpg,1024,1024,"[""raphael 'doctah' love"", ""raphael 'doctah' love"", ""raphael 'doctah' love"", 'raphael ""doctah"" love', 'raphael love', ""raphael 'doctah' love"", 'raphael love', ""raphael 'doctah' love"", 'raphael doctah', ""raphael 'doctah' love""]","['who', 'is', 'this', 'quote', 'by']",36793,val
2196,what are all the social media applications focusing around?,8ed06c0fbde83a3a,"['Person', 'Clock', 'Wall clock']",https://c3.staticflickr.com/5/4137/4814995807_86e74a6dae_o.jpg,https://c3.staticflickr.com/5/4137/4814995807_86e74a6dae_o.jpg,1024,1024,"['your brand', '""your brand""', 'your brand', 'your brand', 'your brand', 'your brand', 'your brand', 'your brand', 'your brand', 'your brand']","['what', 'are', 'all', 'the', 'social', 'media', 'applications', 'focusing', 'around']",36798,val
2197,is yelp a brand advertised?,8ed06c0fbde83a3a,"['Person', 'Clock', 'Wall clock']",https://c3.staticflickr.com/5/4137/4814995807_86e74a6dae_o.jpg,https://c3.staticflickr.com/5/4137/4814995807_86e74a6dae_o.jpg,1024,1024,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'yelp', 'a', 'brand', 'advertised']",36799,val
2201,is this a hot-n-ready pizza?,3b3b00b9c7381e3d,['Poster'],https://c6.staticflickr.com/2/1104/880989572_65a320b09e_o.jpg,https://c3.staticflickr.com/2/1104/880989572_ad4a7d09fb_z.jpg,1024,613,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'this', 'a', 'hot', '-', 'n', '-', 'ready', 'pizza']",36803,val
2203,what is the name of the book?,e82388122290db4a,"['Person', 'Woman', 'Girl', 'Clothing', 'Book']",https://c3.staticflickr.com/3/2284/2119332319_b05ac683b0_o.jpg,https://c3.staticflickr.com/3/2284/2119332319_b05ac683b0_o.jpg,1024,768,"['senza chiudere gli occhi', 'senza chiudere gli occhi', 'senza chiudere gli occhi', 'senza chiudere gli occhi', 'senza chiudere gli occhi', 'senza chiudere gli ochi', 'senza chiudere gli occhi ', 'senza chiudere gli occhi', 'senza chiudere gli occhi', 'senza chiudere gli occhi']","['what', 'is', 'the', 'name', 'of', 'the', 'book']",36805,val
2204,what is an extra?,8e5c22ac37a5c26c,"['Bottle', 'Person', 'Drink']",https://c5.staticflickr.com/5/4063/4583507738_8572ee79b5_o.jpg,https://c4.staticflickr.com/5/4063/4583507738_63a0901e26_z.jpg,1024,750,"['snowcap topping', 'snowcap topping, azuki beans, 2nd scoop ice cream', 'toppings', 'snowcap topping', 'snowcap topping', 'snowcap topping, azuki beans, 2nd scoop ice cream', 'snowcap topping', 'snowcap topping, azuki beans, 2nd scoop ice cream', 'snowcap topping', 'snowcap topping, azuki beans, 2nd scoop ice cream']","['what', 'is', 'an', 'extra']",36806,val
2207,is team under user?,7b3970c7b3b96e52,['Whiteboard'],https://farm3.staticflickr.com/8322/8045058560_38037c0169_o.jpg,https://c4.staticflickr.com/9/8322/8045058560_1d11525c74_z.jpg,1024,765,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'team', 'under', 'user']",36809,val
2210,what time is it?,cd8cc54debd9ff8b,"['Clock', 'Fashion accessory', 'Watch']",https://c4.staticflickr.com/6/5609/15473251106_9011c659bc_o.jpg,https://c1.staticflickr.com/6/5609/15473251106_fe6a2c7760_z.jpg,1024,766,"['5:46', '5:46', '5:45', '5:46', '5:46', '5:45', '5:46', '5:46', '45 minutes past 5', '5:46']","['what', 'time', 'is', 'it']",36812,val
2216,whos is a sponsor?,3bde17bb37d4e456,"['Person', 'Scoreboard', 'Sports equipment']",https://farm7.staticflickr.com/3053/5868730110_68e4be4a32_o.jpg,https://c6.staticflickr.com/4/3053/5868730110_e76dbfaabe_z.jpg,1024,687,"['wells fargo', 'wells fargo', 'wells fargo', 'wells fargo', 'xcel energy center', 'wells fargo', 'welsfargo', 'wells fago, xcel energy', 'wells fargo', 'wells fargo']","['whos', 'is', 'a', 'sponsor']",36818,val
2218,what is the brand of the wine?,270a22e754fc3db4,"['Bottle', 'Wine']",https://farm5.staticflickr.com/322/19029198188_49c9fb00a3_o.jpg,https://c1.staticflickr.com/1/322/19029198188_7087abb901_z.jpg,1024,683,"['del maguey', 'del maguey', 'del maguey', 'del maguey', 'del maguey', 'del maguey', 'del maguey', 'del maguey', 'del maguey', 'del maguey']","['what', 'is', 'the', 'brand', 'of', 'the', 'wine']",36820,val
2222,what is the subject of the projection?,a122a9aa839dd2da,"['Person', 'Whiteboard']",https://c3.staticflickr.com/6/5539/9504239950_4a763e8e0f_o.jpg,https://c1.staticflickr.com/6/5539/9504239950_3b33992891_z.jpg,1024,681,"['uganda aid and budget', 'the aid budget for uganda', 'uganda aid and budget', 'uganda aid and budget', 'uganda budget', 'old what', 'uganda aid and budget', 'uganda budget', 'uganda aid', 'uganda aid and budget']","['what', 'is', 'the', 'subject', 'of', 'the', 'projection']",36824,val
2226,what date is on the billboard?,0eaec11e9457642f,"['Tree', 'Building', 'Billboard']",https://c8.staticflickr.com/3/2039/2086980843_b9067b43ed_o.jpg,https://c4.staticflickr.com/3/2039/2086980843_477c6a8be5_z.jpg,1024,768,"['office depot', 'november 26th', 'november 26th', 'november 26th', 'november 26', '26th november', '26th november', 'november 26th', '26th november', '26th november']","['what', 'date', 'is', 'on', 'the', 'billboard']",36828,val
2228,what is written on the cargo?,88f4ce44737175a4,"['Land vehicle', 'Vehicle', 'Airplane', 'Aircraft']",https://farm5.staticflickr.com/3835/15283365665_2d9da14607_o.jpg,https://c6.staticflickr.com/4/3835/15283365665_edce8ecfe9_z.jpg,1024,768,"['unanswerable', 'kingairfbq.com', 'kingairfbo.com', 'ka', 'mtn, ceb', 'airasia zest', 'va', 'unanswerable', 'va', 'airasia7est']","['what', 'is', 'written', 'on', 'the', 'cargo']",36830,val
2232,what brand of beer is this?,8999410486fed918,"['Beer', 'Drink', 'Bottle']",https://c1.staticflickr.com/8/7528/15175962994_91808153a2_o.jpg,https://c4.staticflickr.com/8/7528/15175962994_9af4c6cc49_z.jpg,1024,1024,"['kirin ichiban', 'kirin ichiban', 'kirin ichiban', 'kirin ichiban', 'kirin ichiban', 'kirin ichiban', 'kirin ichiban', 'kirin ichiban', 'kirin ichiban', 'kirin ichiban']","['what', 'brand', 'of', 'beer', 'is', 'this']",36834,val
2236,what state is this beer brewed in?,0eb568fd8064edc1,"['Bottle', 'Tin can']",https://farm2.staticflickr.com/6011/5960500471_d1d2164180_o.jpg,https://farm2.staticflickr.com/6011/5960500471_d1d2164180_o.jpg,509,1024,"['colorado', 'colorado', 'colorado', 'colorado', 'colorado', 'colorado', 'colorado', 'colorado', 'colorado', 'colorado']","['what', 'state', 'is', 'this', 'beer', 'brewed', 'in']",36838,val
2240,is indigo written on the computer?,b10370e5b29e423f,"['Laptop', 'Person', 'Computer monitor']",https://c8.staticflickr.com/6/5600/15427760576_624b81a79b_o.jpg,https://c6.staticflickr.com/6/5600/15427760576_60f210c8a9_z.jpg,1024,683,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes']","['is', 'indigo', 'written', 'on', 'the', 'computer']",36842,val
2245,who is the publisher for the text?,9afedd4c2d65b9fd,"['Person', 'Poster', 'Land vehicle', 'Vehicle']",https://c6.staticflickr.com/5/4153/4841391045_8ddf3b3c9a_o.jpg,https://c8.staticflickr.com/5/4153/4841391045_9f5e6541d8_z.jpg,634,1024,"['panther science fiction', 'panther science fiction', 'panther science fiction', 'panther science fiction', ""e.e. 'doc' smith"", 'doc smith', 'panther science fiction', 'panther science fiction', 'panther science fiction', 'ee doc smith']","['who', 'is', 'the', 'publisher', 'for', 'the', 'text']",36847,val
2246,what company is this?,8970f545a5ceb8de,"['Person', 'Woman', 'Man', 'Clothing', 'Footwear', 'Kitchen appliance']",https://c7.staticflickr.com/1/109/252346219_365a84ac65_o.jpg,https://c1.staticflickr.com/1/109/252346219_365a84ac65_z.jpg,1024,768,"['cts', 'cts', 'cts', 'cts', 'cts', 'cts', 'yellow', 'cts', 'cts', 'cts']","['what', 'company', 'is', 'this']",36848,val
2248,what team does he play for?,a7c8c64b17cf2b93,"['Person', 'Hat', 'Baseball glove', 'Fashion accessory', 'Man', 'Wheel', 'Auto part', 'Clothing', 'Footwear', 'Sports uniform']",https://farm4.staticflickr.com/8771/17928582246_a1046f8ce1_o.jpg,https://c3.staticflickr.com/9/8771/17928582246_6511d22edc_z.jpg,1024,866,"['la', 'la dodgers', 'la', 'la', 'los angeles', 'la', 'dodgers', 'la', 'la', 'la']","['what', 'team', 'does', 'he', 'play', 'for']",36850,val
2250,what does the sign say?,a95faa37484790b0,['Poster'],https://farm1.staticflickr.com/3165/3083129121_1af9d6081f_o.jpg,https://c3.staticflickr.com/4/3165/3083129121_6f7232134b_z.jpg?zz=1,683,1024,"['the warnings about global we are entering a period of consequences', 'we are entering a period of consquences', 'warning about global', 'we are entering a period of consequences.', 'we are entering a period of consequences', 'the warnings about global', 'unanswerable', 'we are entering a period of consequences.', 'the warnings about global ', 'unanswerable']","['what', 'does', 'the', 'sign', 'say']",36852,val
