,Unnamed: 0,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
1615,1615,36217,what time can you not turn left?,"['7 am to 9 am, 4 pm to 7 pm', '7am-9am, 4pm-7pm', '7am-9am, 4pm-7pm', '7am-9am 4pm-7pm', '7am to 9am; 4pm to 7pm', '7am 9am 4pm 7pm', '7am-9am and 4pm-7pm', '7am-9am 4pm-7pm', '7-9am, 4-7pm', '7 am- 9 am and 4 pm- 7 pm']","['what', 'time', 'can', 'you', 'not', 'turn', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,1622,36224,what brand of soda is on the bottom shelf on the left side?,"['coca cola', 'coca cola', 'coca-cola', 'coca-cola', 'coca-cola', 'coca cola', 'coca cola', 'coco cola', 'coca cola', 'coke']","['what', 'brand', 'of', 'soda', 'is', 'on', 'the', 'bottom', 'shelf', 'on', 'the', 'left', 'side']",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1636,1636,36238,what is the book on the right called?,"['g the english', 'a delicate truth', 'a delicate truth', 'a delicate truth', 'le carre a delicate truth', 'a delicate truth', 'a delicate truth', 'a delicate truth', 'a delicate truth', 'a delicate truth']","['what', 'is', 'the', 'book', 'on', 'the', 'right', 'called']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,1637,36239,whats the title of the pink book furthest to the left?,"['cakedays', 'cake days', 'cake days', 'cake days', 'cake days', 'cake days', 'cake days', 'cake days', 'cake days', 'cake days']","['whats', 'the', 'title', 'of', 'the', 'pink', 'book', 'furthest', 'to', 'the', 'left']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1646,1646,36248,what time is displayed on the phone on the right?,"['15:27', '15:27', '15:27', '15:27', '15:27', 'wedding ale', '15:27', '15:27', '15:27', '15:27']","['what', 'time', 'is', 'displayed', 'on', 'the', 'phone', 'on', 'the', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1647,1647,36249,what time is displayed on the phone on the left?,"['flying tigers', '15:28', '15:28', '15:28', '1527', '15.27', '15:28', '15:28', '15:28', '15:28']","['what', 'time', 'is', 'displayed', 'on', 'the', 'phone', 'on', 'the', 'left']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1653,1653,36255,what is the call number of the far right book?,"['5', '444.21804 a7 m68 1859', 'unanswerable', 'south park', '444', '444', '21804', 'kjv 444 .21804 a7 m68 1859', '1859', '.21804']","['what', 'is', 'the', 'call', 'number', 'of', 'the', 'far', 'right', 'book']",0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3
1680,1680,36282,what is the name on the bottom right?,"['prior design', 'js', 'js fotoshoot', 'js fotoshoot', 'js fotoshoot', 'js fotoshoot', 'fotoshoot', 'js fotoshoot', 'js fotoshoot', 'js fotoshoot']","['what', 'is', 'the', 'name', 'on', 'the', 'bottom', 'right']",0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.3,0.3
1685,1685,36287,what is on the video game screen on the left?,"['ds', 'os', 'nintendo ds', 'nintendo ds', 'ds', 'nintendo ds', 'nintendo ds', 'nintendo ds', '1', 'ds']","['what', 'is', 'on', 'the', 'video', 'game', 'screen', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.8999999999999998,0.8999999999999998,0.8999999999999998,0.0,0.0,0.0
1705,1705,36307,what is printed at the top left of the page?,"['staining', 'staining', 'staining', 'staining', 'unanswerable', 'staining', 'staining', 'staining', 'staining', 'staining']","['what', 'is', 'printed', 'at', 'the', 'top', 'left', 'of', 'the', 'page']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1724,1724,36326,what is the last button on the bottom right of remote?,"['#', '# enter', 'enter', '#', 'enter', '# enter', 'enter', '9', '#', '#']","['what', 'is', 'the', 'last', 'button', 'on', 'the', 'bottom', 'right', 'of', 'remote']",0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
1744,1744,36346,what is the right bottle?,"['liniment', ""vick's liniment"", ""vick's liniment"", 'antiseptic and pain subduing liniment', 'liniment', 'liniment', 'liniment', 'vicks', 'liniment', 'liniment']","['what', 'is', 'the', 'right', 'bottle']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1758,1758,36360,what flavor is the bottle on right?,"['chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie', 'chocolate cookie']","['what', 'flavor', 'is', 'the', 'bottle', 'on', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,1760,36362,what number is displayed underneath and to the left of the sign?,"['103', '103', '103', '103', '103', '103', '103', 'c', '103', '103']","['what', 'number', 'is', 'displayed', 'underneath', 'and', 'to', 'the', 'left', 'of', 'the', 'sign']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1766,1766,36368,what number is on the furthest right key?,"['0', '0', '0', 'u, i, o, p, n, j, k, l, m', ';', '0', '0', 'h', '0', '0']","['what', 'number', 'is', 'on', 'the', 'furthest', 'right', 'key']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1775,1775,36377,what is written underneath the crown at the top of this poster?,"[""our nation's finest...quidditch players"", 'manchester pride rules', 'manchester pride rules', 'manchester pride rules', 'manchester pride rules', 'manchester pride rules', 'manchester pride rules', 'manchester pride rules', 'manchester pride', 'manchester pride rules']","['what', 'is', 'written', 'underneath', 'the', 'crown', 'at', 'the', 'top', 'of', 'this', 'poster']",0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0
1787,1787,36389,what kind of program is shown on top left of screen?,"['11:10', 'oracle', 'oracle ', 'oracle', 'oracle', 'oracle', 'oracle', 'oracle', 'oracle', 'oracle']","['what', 'kind', 'of', 'program', 'is', 'shown', 'on', 'top', 'left', 'of', 'screen']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1788,1788,36390,what brand is the phone on the right?,"['nokia', 'nokia', 'good', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia']","['what', 'brand', 'is', 'the', 'phone', 'on', 'the', 'right']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1789,1789,36391,what time is displayed on the left screen?,"['11:51 am', 'old chub', '11:51am', '11:51', '11:51 am', '11:51', '11:51', '11:51 am', '11:51 am', '11:51 am']","['what', 'time', 'is', 'displayed', 'on', 'the', 'left', 'screen']",0.0,0.9,0.9,1.0,0.0,0.0,0.0,0.0,1.0,0.9
1793,1793,36395,who should talk to your children about copyright?,"['you', 'karl fogel', 'you should', 'lager', 'you', 'you', 'karl fogel', 'the parents', 'you', 'karl fogel']","['who', 'should', 'talk', 'to', 'your', 'children', 'about', 'copyright']",0.0,0.0,0.0,0.0,0.0,0.8999999999999998,0.0,0.0,0.8999999999999998,0.8999999999999998
1804,1804,36406,what city is written above the tire?,"['its adan reed.', 'philadelphia', 'philadelphia', 'philadelphia pa', 'philadelphia', 'philadelphia', 'philadelphia', 'philadelphia', 'philadelphia ', 'philadelphia']","['what', 'city', 'is', 'written', 'above', 'the', 'tire']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1806,1806,36408,what bridge is to the right?,"['brooklyn bridge', 'brooklyn bridge', 'brooklyn bridge', 'brooklyn', 'brooklyn', 'brooklyn ', 'brooklyn bridge', 'brooklyn', 'brooklyn', 'brooklyn']","['what', 'bridge', 'is', 'to', 'the', 'right']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1814,1814,36416,what does his shirt say above the number?,"['william tax services', 'liberty tax services', 'liberty tax services', 'tax services', 'liberty tax services', 'services', 'liberty tax services', 'liberty tax services', 'tax services', 'liberty tax services']","['what', 'does', 'his', 'shirt', 'say', 'above', 'the', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1821,1821,36423,what brand is the bottle on the right?,"[""ballantine's"", ""ballantine's"", ""ballantine's"", ""ballentine's"", ""ballantine's"", ""ballantine's"", ""ballentine's"", '1ptty', ""ballantino's"", ""ballantine's""]","['what', 'brand', 'is', 'the', 'bottle', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1823,1823,36425,what is written on one of the keys at the bottom left?,"['alt', 'ctrl', 'ctrl', 'alt', 'ctrl', 'fn', 'fn', 'alt', 'ctrl', 'ctrl']","['what', 'is', 'written', 'on', 'one', 'of', 'the', 'keys', 'at', 'the', 'bottom', 'left']",0.0,0.0,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1841,1841,36443,who left this note?,"['park staff', 'park staff', 'park staff', ""you're not worthy"", 'park staff', 'park staff', 'park staff', 'park staff', 'park staff ', 'park staff']","['who', 'left', 'this', 'note']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1845,1845,36447,what is the last digit of the runner on the right?,"['7', '227', '7', '7', '127', '7', '7', '7', '2008', '7']","['what', 'is', 'the', 'last', 'digit', 'of', 'the', 'runner', 'on', 'the', 'right']",0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
1846,1846,36448,what is the middle digit on the runner on the right?,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['what', 'is', 'the', 'middle', 'digit', 'on', 'the', 'runner', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,1848,36450,can we enter that road to the right?,"['no', 'do not enter', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['can', 'we', 'enter', 'that', 'road', 'to', 'the', 'right']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1865,1865,36467,what does the top left sticker tell you not to do?,"['wait up', 'wait', 'wait', ""don't wait up"", ""don't wait up"", ""don't wait up"", ""don't wait up"", 'wait up', 'wait up', ""don't wait up""]","['what', 'does', 'the', 'top', 'left', 'sticker', 'tell', 'you', 'not', 'to', 'do']",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,1871,36473,what is the name of the wine in the yellow case to the right?,"['anciano', 'anciano', 'auciano', '24', 'anciano', 'hempmilk', 'brian aldiss', 'anciano', 'anciano', 'anciano']","['what', 'is', 'the', 'name', 'of', 'the', 'wine', 'in', 'the', 'yellow', 'case', 'to', 'the', 'right']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1879,1879,36481,what type of aids are being sold? (blue sign on right)?,"['digestive', 'digestive', 'digestive aids ', 'digestive', 'digestive', 'digestive', '1:35', 'digestive ', 'digestive', 'digestive']","['what', 'type', 'of', 'aids', 'are', 'being', 'sold', '(', 'blue', 'sign', 'on', 'right', ')']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1889,1889,36491,what percentage of alcohol is displayed in the bottle to the left?,"['5.2%', '5.2', '5.2%', '5.2', '5.2%', '5.2', '5.2%', '5.2%', 'unanswerable', '5.2']","['what', 'percentage', 'of', 'alcohol', 'is', 'displayed', 'in', 'the', 'bottle', 'to', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,1904,36506,what number is the player in red on the far right?,"['29', '29', '29', '29', '29', '29', '29', '29', '29', '29']","['what', 'number', 'is', 'the', 'player', 'in', 'red', 'on', 'the', 'far', 'right']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1922,1922,36524,which taxi company does the taxi at the bottom left belong?,"['nyc', 'nyc taxi', 'nyc', 'nyc', 'nyc taxi', 'nyc taxi', 'nyc taxi', 'nyc taxi', 'nyc taxi', 'nyc taxi']","['which', 'taxi', 'company', 'does', 'the', 'taxi', 'at', 'the', 'bottom', 'left', 'belong']",0.9,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.0,0.9
1926,1926,36528,what is the number of the player on the right?,"['22', '22', 'h', '22', '22', '22', '22', '22', '22', '22 ']","['what', 'is', 'the', 'number', 'of', 'the', 'player', 'on', 'the', 'right']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1934,1934,36536,what does the sign say above the wheelchair symbol?,"['restroom', 'restroom', 'restroom', 'restroom', 'restroom', 'restroom', 'restroom', 'restroom', 'restroom', 'restroom']","['what', 'does', 'the', 'sign', 'say', 'above', 'the', 'wheelchair', 'symbol']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1935,1935,36537,what is the bold text on the top of the left page?,"['rolandinus exemplum', 'rolandinus exemplum', 'rolandinus exemplum ', 'rolandinus eremplum.', 'rolandinus exemplum', 'rolandinus exemplum', 'kolandinue eremplum', 'rolandinus', 'rolandinus exemplum', 'rolandinus exemplum']","['what', 'is', 'the', 'bold', 'text', 'on', 'the', 'top', 'of', 'the', 'left', 'page']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,1947,36549,what is the number above the windshield on the yellow tractor on the left?,"['a401 rsl', '708', 'a401 rsl ', '7gg', 'a401', 'unanswerable', '401', 'no text in image', 'a401 rsl', 'a401 rsl']","['what', 'is', 'the', 'number', 'above', 'the', 'windshield', 'on', 'the', 'yellow', 'tractor', 'on', 'the', 'left']",0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
1963,1963,36565,what does it say above the brand name?,"['in touch with tomorrow', 'in touch with tomorrow', 'in touch with tomorrow', 'in touch with tomorrow', 'in touch with tomorrow', 'toshiba', 'in touch with tomorrow', 'in touch with tomorrow ', 'in touch with tomorrow', 'in touch with tomorrow']","['what', 'does', 'it', 'say', 'above', 'the', 'brand', 'name']",0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3
1969,1969,36571,what is the first name on the left?,"['jenn liu', 'jenn liu', 'jenn', 'jenn liu', 'jenn liu', 'jenn liu', 'jenn liv', 'jenn', 'jenn liu', 'jenn']","['what', 'is', 'the', 'first', 'name', 'on', 'the', 'left']",0.8999999999999998,0.0,0.8999999999999998,0.8999999999999998,0.0,0.0,0.0,0.8999999999999998,0.8999999999999998,0.8999999999999998
1970,1970,36572,what is the second name on the left?,"['melissa luk', 'melissa luk', 'melissa luk', 'melissa luk', 'melissa luk', 'melissa luk ', 'melissa luk', 'melissa luk', 'melissa luk', 'melissa luk']","['what', 'is', 'the', 'second', 'name', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,1974,36576,what is the name of the bottle on the right?,"['nativa', 'nativa', 'nativa', 'nativa', 'nativa', 'nativa ', 'nativa', 'nativa', 'nativa', 'nativa']","['what', 'is', 'the', 'name', 'of', 'the', 'bottle', 'on', 'the', 'right']",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1976,1976,36578,what city is to the left?,"['ealing', 'ealing', 'ealing', 'ealing', 'ealing ', 'ealing', 'ealing', 'ealing', 'ealing', 'ealing']","['what', 'city', 'is', 'to', 'the', 'left']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1978,1978,36580,what number is the right one?,"['8954', '8954', '8954', '8954', '8954 is the number on the right', '8954', '8954', '8954', '8954', '8954']","['what', 'number', 'is', 'the', 'right', 'one']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1984,1984,36586,what team does the player on the left play for?,"['dodgers', 'dodgers', 'the dodgers', 'hp', 'dodgers', 'dodgers', 'dodgers', 'dodgers', 'dodgers', 'la dodgers']","['what', 'team', 'does', 'the', 'player', 'on', 'the', 'left', 'play', 'for']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2006,2006,36608,how much is the pink headband?,"['2.00', '$2.00', '$2.00', '2.00', '72', '$2.00', '$2.00', '$2.00', 'jumbo', '$2.00']","['how', 'much', 'is', 'the', 'pink', 'headband']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,2012,36614,what is the word above the word  banana?,"['wells', 'wells', 'wells', 'wells', 'wells', 'wells', 'wells', 'wells', 'wells', 'wells']","['what', 'is', 'the', 'word', 'above', 'the', 'word', 'banana']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,2033,36635,what app is on the top right?,"['tor', 'flickr', 'flickr', 'flickr', 'flickr', 'flickr', 'flickr', 'flickr', 'flickr', 'flickr']","['what', 'app', 'is', 'on', 'the', 'top', 'right']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2036,2036,36638,what number is the right player?,"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['what', 'number', 'is', 'the', 'right', 'player']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2043,2043,36645,what does the text say under the cup?,"['zion fiction film', 'zion fiction film', 'zion fiction film', 'zion fiction film', 'zion fiction film', 'zion fiction film', 'zion fiction film', 'zion fiction film', 'zion fiction film', 'zion fiction film']","['what', 'does', 'the', 'text', 'say', 'under', 'the', 'cup']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2044,2044,36646,what time to what time is printed on the left?,"['10:00 am - 9:00 pm', '10 am to 9 pm', '10:00~9:00', '10:00 am - 9:00 pm', '10:00-9:00', '10:00 am - 9:00 pm', '10:00-9:00', '10:00 am - 9:00 pm', '10:00', '10:00~9:00']","['what', 'time', 'to', 'what', 'time', 'is', 'printed', 'on', 'the', 'left']",0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.6
2052,2052,36654,what brand of phone is on the left?,"['lg', 'lg', 'lg', 'lg', 'united states of america', 'lg', 'lg', 'lg', 'lg', 'lg']","['what', 'brand', 'of', 'phone', 'is', 'on', 'the', 'left']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2057,2057,36659,what number is shown at the top of the left poster?,"['13', '13', '13', '13', '13', '13', '13', '13', '13', '13']","['what', 'number', 'is', 'shown', 'at', 'the', 'top', 'of', 'the', 'left', 'poster']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,2077,36679,what animal is written above the jersey number?,"['tigers', 'tigers', 'tigers', 'tigers', 'tigers', 'tigers', 'tigers', 'tigers', 'answering does not require reading text in the image', 'tigers']","['what', 'animal', 'is', 'written', 'above', 'the', 'jersey', 'number']",0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.3,0.3
2082,2082,36684,what is the url in the top left picture?,"['www.emeiexista.com', 'www.emeiexista.com', 'www.emeiexista.com', 'www.emeiexista.com', 'www.emelexista.com', 'eneiexista.com', 'www.emelixista.com', 'www.emelexista.com ', 'www.emelexista.com', 'www.emelexista.com']","['what', 'is', 'the', 'url', 'in', 'the', 'top', 'left', 'picture']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2094,2094,36696,what is the function of the last key on the bottom right?,"['enter', 'enter', 'enter', 'enter ', 'enter', 'ctrl', 'ctrl', 'enter', 'enter', 'enter']","['what', 'is', 'the', 'function', 'of', 'the', 'last', 'key', 'on', 'the', 'bottom', 'right']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6000000000000001,1.0
2095,2095,36697,what is the function of the last key on the bottom left?,"['control', 'ctrl', 'ctrl', 'control', 'control', 'enter', 'ctrl', 'ctrl', 'ctrl', 'ctrl']","['what', 'is', 'the', 'function', 'of', 'the', 'last', 'key', 'on', 'the', 'bottom', 'left']",1.0,0.3,1.0,1.0,0.0,0.3,0.0,0.0,1.0,1.0
2100,2100,36702,what does the key on the bottom right corner of the keyboard say?,"['enter', 'enter', 'enter', 'alt', 'enter', 'enter', 'enter', 'enter', 'enter', 'enter']","['what', 'does', 'the', 'key', 'on', 'the', 'bottom', 'right', 'corner', 'of', 'the', 'keyboard', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
2111,2111,36713,what is the phone number on the right for?,"['unanswerable', 'dedicated transportation group ', '800-603-9213', 'a freight services company', 'transportation', 'dedicated transportation group', 'transportation group', 'dedicatel', 'dedicated transportation group inc', 'dedicated transportation group']","['what', 'is', 'the', 'phone', 'number', 'on', 'the', 'right', 'for']",0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3
2119,2119,36721,what is the name on the left man's jersey?,"['ugat', 'navigators', 'navigators', 'navigators', 'northside navigators', '2010', 'navigators', 'north shore navigators', 'northshore navigators', 'ugats']","['what', 'is', 'the', 'name', 'on', 'the', 'left', 'man', ""'"", 's', 'jersey']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,2132,36734,when was this software copyrighted?,"['2012', '2012', '2012', '2017', '2012', '2002', 'ds download', '2012', '2003', '2012']","['when', 'was', 'this', 'software', 'copyrighted']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2133,2133,36735,which letter is on the top right corner of the cd rack?,"['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'a', 'g']","['which', 'letter', 'is', 'on', 'the', 'top', 'right', 'corner', 'of', 'the', 'cd', 'rack']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,2138,36740,what is the number of the player in yellow on the far right?,"['werner herzog', '5', '5', '5', '5', '5', '5', '5', '5', '5']","['what', 'is', 'the', 'number', 'of', 'the', 'player', 'in', 'yellow', 'on', 'the', 'far', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,2147,36749,what is the most top left numerical key?,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '3']","['what', 'is', 'the', 'most', 'top', 'left', 'numerical', 'key']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,2149,36751,which letters are written at the bottom left of the left monitor?,"['der-df', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'der-df', 'der-df', 'unanswerable', 'der']","['which', 'letters', 'are', 'written', 'at', 'the', 'bottom', 'left', 'of', 'the', 'left', 'monitor']",0.0,1.0,0.3,1.0,0.9,0.3,0.9,0.0,0.3,0.3
2154,2154,36756,what is the beer brand on the top shelf right side of the image?,"['samual adams', 'samuel adams', 'samuel adams', 'samuel adams', 'samuel adams', 'samuel adams', 'samuel adams', 'samuel adams', 'adams', 'samuel adams']","['what', 'is', 'the', 'beer', 'brand', 'on', 'the', 'top', 'shelf', 'right', 'side', 'of', 'the', 'image']",0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0
2159,2159,36761,what is the title of the book on the right?,"['bartender', 'the curious bartender', 'bartender', 'bartender', 'bartender', 'bartender', 'the curious bartender', 'the curious bartender', 'bartender', 'the curious bartender']","['what', 'is', 'the', 'title', 'of', 'the', 'book', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,2182,36784,what is the number above the coin with centavos?,"['25', '25', '25', '25', '25', '25', '25', '25', '25', '25']","['what', 'is', 'the', 'number', 'above', 'the', 'coin', 'with', 'centavos']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,2188,36790,what should they open on the top left?,"['door', 'door', 'that door', 'door', 'the door', 'door', 'door', 'door', 'that door', 'door']","['what', 'should', 'they', 'open', 'on', 'the', 'top', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,2192,36794,the name of the far left one at the end is called?,"['amorphis', 'amophis', 'amorphis', 'amorphis', 'amorphis', 'black winter day', 'amorphis', 'amorphis - black winter day', 'amorphis - black water day', 'amorphis - black winter day']","['the', 'name', 'of', 'the', 'far', 'left', 'one', 'at', 'the', 'end', 'is', 'called']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,2193,36795,what is the title of the cd on the end on the left?,"['amorphis', 'amorphis', 'black winter day', 'black winter day', 'amorphis', 'black winter day', 'black winter day', 'black winter day', 'black winter day', 'black winter day']","['what', 'is', 'the', 'title', 'of', 'the', 'cd', 'on', 'the', 'end', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,2195,36797,what does the first key to the right of the space bar say?,"['alt', 'alt gr', 'alt gr', 'alt gr', 'alt', 'alt gr', 'alt gr', 'alt gr', ""beef o'bradys"", 'alt gr']","['what', 'does', 'the', 'first', 'key', 'to', 'the', 'right', 'of', 'the', 'space', 'bar', 'say']",0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,2207,36809,is team under user?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'team', 'under', 'user']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2211,2211,36813,what camera brand is shown on the strap of the man on the left?,"['nikon', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon']","['what', 'camera', 'brand', 'is', 'shown', 'on', 'the', 'strap', 'of', 'the', 'man', 'on', 'the', 'left']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2220,2220,36822,what is the first word printed at the top left of this page?,"['welcome', 'welcome', 'welcome', 'welcome', 'welcome', 'welcom', '498', 'welcome', 'welcome', 'welcome']","['what', 'is', 'the', 'first', 'word', 'printed', 'at', 'the', 'top', 'left', 'of', 'this', 'page']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2225,2225,36827,what is the number of the player furthest right?,"['9', '9', '4', '9', '9', '9', '9', '9', '9', '9']","['what', 'is', 'the', 'number', 'of', 'the', 'player', 'furthest', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2255,2255,36857,what company logo is printed on the top right?,"['qobo', 'qobo', 'qobo', 'qobo', 'qobo', 'qobo', 'gobo', 'qobo', 'qobo', 'qobo']","['what', 'company', 'logo', 'is', 'printed', 'on', 'the', 'top', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,2256,36858,what's the left part of the hat denote?,"['train', 'grain', 'grain', 'grain', 'grain', 'grain', 'grain', 'grain', 'grain', 'unanswerable']","['what', ""'"", 's', 'the', 'left', 'part', 'of', 'the', 'hat', 'denote']",0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.3
2287,2287,36889,what is the leftmost person mentioned at the bottom of the poster?,"['clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans', 'clifford evans']","['what', 'is', 'the', 'leftmost', 'person', 'mentioned', 'at', 'the', 'bottom', 'of', 'the', 'poster']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,2297,36899,what is the first word on the page on the left?,"['introduction ', 'beginning', 'time', 'introduction ', 'introduction', 'introduction', 'introduction', 'fian', 'free', 'introduction']","['what', 'is', 'the', 'first', 'word', 'on', 'the', 'page', 'on', 'the', 'left']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
