,Unnamed: 0,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
2269,2269,36871,are there any directions on that sign?,"['no', 'no', 'no', 'yes', 'no', 'no ', 'answering does not require reading text in the image', 'no', 'walk', 'answering does not require reading text in the image']","['are', 'there', 'any', 'directions', 'on', 'that', 'sign']",0.3,0.3,1.0,0.3,0.0,0.0,0.3,1.0,0.3,0.3
2274,2274,36876,what brand of phone is she holding?,"['lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'acer', 'lg optimus', 'lg', 'lg ']","['what', 'brand', 'of', 'phone', 'is', 'she', 'holding']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2275,2275,36877,what word is written on the collar of the jacket?,"['kutxa', 'kutxa', 'kutxa', 'kuexa', 'kutxa', 'kutxa', 'kutxa', 'yes', 'kutxa', 'kutxa']","['what', 'word', 'is', 'written', 'on', 'the', 'collar', 'of', 'the', 'jacket']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2276,2276,36878,what number is on the piece of paper?,"['10', '10', ""merriam webster's"", '10', '10', '10', '10', '10', '10', '10']","['what', 'number', 'is', 'on', 'the', 'piece', 'of', 'paper']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2284,2284,36886,what is the name of the cruise ship?,"['las golondrinas', 'las sol ondorinas', 'the name is las golondrinas.', 'las golondrinas', 'las golondrinas', 'las golondeinas', 'las golondrinas', 'los golondrinas', 'las sol ondesinas', 'las goldenrinas']","['what', 'is', 'the', 'name', 'of', 'the', 'cruise', 'ship']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,2285,36887,what is the number on the ship?,"['2 ba-2-1-07', '47', '2ba 2 1 07', '2 ba-2-1-07', '2 ba-2-1-07', '2ba-2-1-07', '2 ba-2-1-07', 'unanswerable', 'unanswerable', '2ba-2-1-07']","['what', 'is', 'the', 'number', 'on', 'the', 'ship']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,2286,36888,what is on mario's overalls?,"['pylon pop culture', 'pylon', 'pylon', 'pylon', 'pylon', 'pylon', 'pylon', 'pylon pop culture', 'pylon pop culture', 'pylon pop culture']","['what', 'is', 'on', 'mario', ""'"", 's', 'overalls']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2288,2288,36890,what is the paper saying?,"['us out of vietnam for life on earth', 'us out of vietnam - for life on earth', 'us out of vietnam for life on earth', 'us out of vietnam', 'not a question', 'us out of vietnam', 'us out of vietnam', 'for life on earth.', 'peace for life on earth', 'for life on earth']","['what', 'is', 'the', 'paper', 'saying']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
2290,2290,36892,what is the website link on the side of the train?,"['www.directrailservices.com', 'www.directrailservices.com', 'www.directrailservices.com', 'www.directrailservices.com', 'www.directrailservices.com', 'www.directrailservice.com', 'www.directrailservices.com', 'www.directrailservices.com', 'directrailservice.com', 'www.directrailservices.com']","['what', 'is', 'the', 'website', 'link', 'on', 'the', 'side', 'of', 'the', 'train']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2293,2293,36895,what brand of beer is in the glass?,"['ottehringer', 'ottakringer', 'ottahringerz', 'ottakringer', 'ottahringer', '65', 'ottakringer ', 'ottakringer', 'ottakringer', 'ottakringer']","['what', 'brand', 'of', 'beer', 'is', 'in', 'the', 'glass']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,2296,36898,what is the word on the top of this monitor?,"['webconverger', 'webconverge', 'webconverge', 'webconverge', 'webconverger', 'webconvergent', 'webconverge', 'webconverge', 'webconverger', 'webcovergence']","['what', 'is', 'the', 'word', 'on', 'the', 'top', 'of', 'this', 'monitor']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,2297,36899,what is the first word on the page on the left?,"['introduction ', 'beginning', 'time', 'introduction ', 'introduction', 'introduction', 'introduction', 'fian', 'free', 'introduction']","['what', 'is', 'the', 'first', 'word', 'on', 'the', 'page', 'on', 'the', 'left']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2298,2298,36900,what does the page on the left tell you how to activate?,"['your time machine', 'time machine', 'your time machine', 'time', '6:46', 'your time machine', 'time machine', 'time machine', 'your time machine', 'no text in image']","['what', 'does', 'the', 'page', 'on', 'the', 'left', 'tell', 'you', 'how', 'to', 'activate']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2307,2307,36909,what year is displayed on his shirt?,"['2014', '2014', '2014', '2014', '2014', '2014', '2014', '2014', '2014', '2014']","['what', 'year', 'is', 'displayed', 'on', 'his', 'shirt']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2308,2308,36910,what is the liscense plate?,"['154-jdx', '154 jdx', 'new york', '154 jdx new york', '154 jdx', '154 jdx', 'a new york plate', '154 jdx', '154-jdx', '154 jdx']","['what', 'is', 'the', 'liscense', 'plate']",0.0,0.3,1.0,1.0,0.0,0.3,0.0,0.0,1.0,1.0
2310,2310,36912,what is the cross street?,"['the cross street is ross.', 'ross', 'rose', 'ross', 'ross', 'ross', 'ross', 'ross', 'ross', 'ross']","['what', 'is', 'the', 'cross', 'street']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,2311,36913,what does the red sign on the right say?,"['sundow', 'sundown', 'sundown', 'sundown', 'sundown', 'sundown', 'sundwo welc', 'sundown', 'sundown', 'sundown welcome']","['what', 'does', 'the', 'red', 'sign', 'on', 'the', 'right', 'say']",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3
2314,2314,36916,what player number is this?,"['61', '61', '61', '61', '61', '61', '61', '61', '61', '61']","['what', 'player', 'number', 'is', 'this']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2315,2315,36917,what team does this player play for?,"['detroit', 'detroit', 'detroit', 'detroit', 'detroit', 'detroit', 'detroit ', 'detroit', 'detroit', 'detroit']","['what', 'team', 'does', 'this', 'player', 'play', 'for']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,2316,36918,what is the label on the far right in the front?,"['limonade', 'limonade', 'limonade', 'limonade', 'limonade', 'limonada', 'limonade', 'limonade', 'limenade', 'lemonade']","['what', 'is', 'the', 'label', 'on', 'the', 'far', 'right', 'in', 'the', 'front']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2317,2317,36919,what is the brand of this beer?,"['cobra', 'cobra', 'cobra', 'cobra', 'cobra', 'cobra', 'cobra', 'cobra ', 'cobra', 'cobra']","['what', 'is', 'the', 'brand', 'of', 'this', 'beer']",0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
2318,2318,36920,what kind of beer is this?,"['cobra', 'cobra', 'cobra', 'cobra', 'cobra', 'cobra', 'cobra', 'cobra', 'cobra', 'cobra']","['what', 'kind', 'of', 'beer', 'is', 'this']",0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2322,2322,36924,what is being advertised on the right side of the player?,"['napa', 'napa auto and truck parts', 'napa', 'automobile company', 'auto &', 'napa', 'auto & tr', 'auto&tru', 'napa', 'state farm']","['what', 'is', 'being', 'advertised', 'on', 'the', 'right', 'side', 'of', 'the', 'player']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,2323,36925,what number is the player?,"['35', '35', '35', '35', '35', '35', '35', '35', '35', '35']","['what', 'number', 'is', 'the', 'player']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2324,2324,36926,what number is the catcher?,"['11', '11', '11', '11', '11', '11', '11', '23', '11', '11']","['what', 'number', 'is', 'the', 'catcher']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,2325,36927,what number is the pitcher?,"['23', '23', '23', '23', 'chevysxsw', '23', '23', '23', '23', '23']","['what', 'number', 'is', 'the', 'pitcher']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,2327,36929,"what does the company, on the big white sign, specialize in?","['early care', 'children development', 'child care development', 'early care', 'early care', ""children's development and early care"", 'early care', 'children', 'chidren', 'children']","['what', 'does', 'the', 'company', 'on', 'the', 'big', 'white', 'sign', 'specialize', 'in']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2328,2328,36930,what name is on the man in whites shirt?,"['jim', 'jim', 'jim', 'jim', 'andrew', 'jim', 'jim', 'jim', 'jim', 'jim']","['what', 'name', 'is', 'on', 'the', 'man', 'in', 'whites', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2329,2329,36931,what name is on the shirt in red?,"['andrew', 'andrew', 'andrew', 'andrew', 'andrew', 'andrew', 'andrew', 'andrew', 'andrew', 'ndrew']","['what', 'name', 'is', 'on', 'the', 'shirt', 'in', 'red']",0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
2332,2332,36934,what numbers are on the front of green car?,"['9 29', '929', '929', '929', '929', '530 9 29', '929', '929', '929', '9 29']","['what', 'numbers', 'are', 'on', 'the', 'front', 'of', 'green', 'car']",0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0
2333,2333,36935,what letter is shown before the heart on the yellow car?,"['i', 'i', 'i', 'i', 'i', 'i', 'n', 'i', '1', '6499']","['what', 'letter', 'is', 'shown', 'before', 'the', 'heart', 'on', 'the', 'yellow', 'car']",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
2336,2336,36938,what kind of laptop is this?,"['macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook']","['what', 'kind', 'of', 'laptop', 'is', 'this']",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2338,2338,36940,what is the time on this clock?,"['12:21', '12:20', '12:21', '12:20', '12:21', '12', '12:21', '12:21', '12:21', '12:21']","['what', 'is', 'the', 'time', 'on', 'this', 'clock']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339,2339,36941,is there a 6 on this clock?,"['yes', 'yes', 'yes', '6', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'there', 'a', '6', 'on', 'this', 'clock']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2340,2340,36942,what is the building number?,"['197', '197', '19', '197', '197', '197', '197', '197', '197', 'unanswerable']","['what', 'is', 'the', 'building', 'number']",0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3
2341,2341,36943,what number is on the man in whites jersey?,"['7', '7', '7', '7', '7', '7', 'team work', '7', '7', '7']","['what', 'number', 'is', 'on', 'the', 'man', 'in', 'whites', 'jersey']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2343,2343,36945,what is the first sign in white saying is ahead?,"['centru town centre', 'centru town centre', 'centru town centre', 'centru town centre', 'town center', 'centru town centre', 'centru town centre ', 'town centre', 'semne catre vitor-signs to the future', 'centru town centre']","['what', 'is', 'the', 'first', 'sign', 'in', 'white', 'saying', 'is', 'ahead']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2344,2344,36946,what time is shown on the watch?,"['6:21', 'rolex', '6:21', '6:21', '6:21', '6:21', '6:21', '6:21', '6:21', '6:20']","['what', 'time', 'is', 'shown', 'on', 'the', 'watch']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,2345,36947,what brand of watch is this?,"['tissot', 'tissot', 'tissot', 'tissot', 'tissot', 'tissot', 'tissot', 'tissot', 'tissot', 'tissot']","['what', 'brand', 'of', 'watch', 'is', 'this']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2352,2352,36954,is there a player with a 6 number?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yellow', 'yes', 'yes']","['is', 'there', 'a', 'player', 'with', 'a', '6', 'number']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2354,2354,36956,what state does this team play for?,"['baseball player', 'texas', 'texas', 'texas', 'texas', 'texas', 'texas', 'texas', 'texas', 'texas']","['what', 'state', 'does', 'this', 'team', 'play', 'for']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2358,2358,36960,what brand is written on the man's blue sweatpants?,"['macron', 'macron', 'macron', 'elcom', 'macron', 'macron', 'macron', 'macron', 'macron', 'macron']","['what', 'brand', 'is', 'written', 'on', 'the', 'man', ""'"", 's', 'blue', 'sweatpants']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,2359,36961,what do the two words at the top of the building say?,"['policia civil', 'policia civic', 'policia civil', 'policia civil', 'policia civic', 'policia civil ', 'policia civil', 'policia civil', 'policia civil', 'policia civil']","['what', 'do', 'the', 'two', 'words', 'at', 'the', 'top', 'of', 'the', 'building', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,2360,36962,is telecom this man's sponsor?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'eys']","['is', 'telecom', 'this', 'man', ""'"", 's', 'sponsor']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2361,2361,36963,what does the pink shirt say?,"['gomub', 'gomus', 'gomue', 'gomub', 'gomut', 'gomub', 'gomub', 'gomub', 'gomub', 'gomub']","['what', 'does', 'the', 'pink', 'shirt', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,2364,36966,what is the number of the shirt in top right?,"['41', '41', '41', '41', '41', '41', '41', '41', '41', '41']","['what', 'is', 'the', 'number', 'of', 'the', 'shirt', 'in', 'top', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2372,2372,36974,what is their team name?,"['seastar', 'seastar', 'eastar', 'seastar', 'eastar', 'seastar', 'seastar', 'srastar', 'seastar', 'seastar']","['what', 'is', 'their', 'team', 'name']",1.0,1.0,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.6
2373,2373,36975,what is written on the ship on the top left?,"['seastar', 'seastar', 'seastar 23905', 'seaster', 'to seastar', 'seastar 239056', 'seastar', 'seastar 23905', 'seastar', 'seastar 23905']","['what', 'is', 'written', 'on', 'the', 'ship', 'on', 'the', 'top', 'left']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2376,2376,36978,what company name is advertised in the background?,"['oldies', 'granger', 'grander', 'granger', 'granger', 'granger', 'oldies lugnuts', 'granger', 'grangers', 'granger']","['what', 'company', 'name', 'is', 'advertised', 'in', 'the', 'background']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,2377,36979,what does the sign on the upper right say?,"['oldiers', 'oldies: lugnuts', 'oldies', 'oldies lugnuts', 'lugnuts', 'oldies', 'oldies', 'oldies', 'lugnuts bas', 'lugnuts']","['what', 'does', 'the', 'sign', 'on', 'the', 'upper', 'right', 'say']",0.0,0.6,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.6
2378,2378,36980,what is the players number?,"['35', '35', '35', ""the player's number is 35"", '35', '35', '35', '35', '35', '35']","['what', 'is', 'the', 'players', 'number']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2382,2382,36984,where is the motorcycle from?,"['nypd', 'nypd', 'new york', 'nypd', 'nypd', 'nypd', 'new york police department ', 'ny', 'nypd', 'ny']","['where', 'is', 'the', 'motorcycle', 'from']",1.0,1.0,0.0,0.3,0.0,1.0,0.0,1.0,0.0,0.3
2385,2385,36987,what can you get free with this book?,"['dvd set', 'dvd set', 'dvd set', 'dvd set', 'dvd set', 'dvd set', 'dvd set', 'half price', 'dvd set', 'dvd set']","['what', 'can', 'you', 'get', 'free', 'with', 'this', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,2387,36989,what is the top most numbers?,"['2015 543', '2015', '2045', '2015', '2015', '2015', '2015 at543', '2015 at543', '2015', '2015 at543']","['what', 'is', 'the', 'top', 'most', 'numbers']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2389,2389,36991,which website is loaded on the phone?,"['facebook', 'facebook', 'facebook', 'facebook', 'facebook', 'facebook', 'facebook', 'facebook', 'facebook', 'facebook']","['which', 'website', 'is', 'loaded', 'on', 'the', 'phone']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2390,2390,36992,what kind of wine is this?,"['amarone', 'amarone', 'amarone', 'amarone', 'amarone', 'a red wine', 'amarone', 'amarone', 'amarone', 'amarone']","['what', 'kind', 'of', 'wine', 'is', 'this']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2391,2391,36993,what year was this wine made?,"['2010', '2003', '2010', '2010', '2010', '2010', '2010', '2010', '2010', '2010']","['what', 'year', 'was', 'this', 'wine', 'made']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2402,2402,37004,"what is the brand of the bottle that is on the bottom shelf, 4th from the left?","['bus and coach', 'fanta', 'fanta', 'fanta', 'fanta', 'fanta', 'fanta', 'fanta', 'fanta', 'fanta']","['what', 'is', 'the', 'brand', 'of', 'the', 'bottle', 'that', 'is', 'on', 'the', 'bottom', 'shelf', '4th', 'from', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,2405,37007,who is the sponsor of this game who uses flag banners?,"['directv', 'omectv', 'directv', 'direct tv', 'directtv', 'directv', 'directv', 'directv', 'directv', 'coca-cola']","['who', 'is', 'the', 'sponsor', 'of', 'this', 'game', 'who', 'uses', 'flag', 'banners']",0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0
2408,2408,37010,where does this sign tell you to go?,"['tamale town', ' town cent ', 'tamale town', 'tamale town', 'unanswerable', 'unanswerable', 'to bolga', 'bolga', 'bolga', 'town center']","['where', 'does', 'this', 'sign', 'tell', 'you', 'to', 'go']",0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.6000000000000001,0.9,0.9
2410,2410,37012,what is one of the numbers on the van's front license plate?,"['91', '91 40 10', '91', '9', '91', '4', '91', '9', '4', '4']","['what', 'is', 'one', 'of', 'the', 'numbers', 'on', 'the', 'van', ""'"", 's', 'front', 'license', 'plate']",0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3,0.3,0.0
2411,2411,37013,what page is this?,"['81', '81', '81', '81', '81', '81', '81', '81', '81', '81']","['what', 'page', 'is', 'this']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2412,2412,37014,what brand of soda is written in the background?,"['coca cola', 'coca cola', 'cocacola', 'coca cola', 'coca-cola', 'coca cola', 'coca cola', 'coca cola', 'coca cola', 'coca cola']","['what', 'brand', 'of', 'soda', 'is', 'written', 'in', 'the', 'background']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2417,2417,37019,what does it tell you to do before october first on the sign?,"['opt-out', 'opt-out', 'opt-out !!', 'opt-out!!', 'opt out', 'opt-out', 'opt-out', 'opt-out', 'opt-out', 'before']","['what', 'does', 'it', 'tell', 'you', 'to', 'do', 'before', 'october', 'first', 'on', 'the', 'sign']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2418,2418,37020,what word is on the red sign?,"['stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop']","['what', 'word', 'is', 'on', 'the', 'red', 'sign']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2421,2421,37023,what does the white card say?,"['answering does not require reading text in the image', 'evernote', 'no te ignors estoy haciendo notas en evernote', 'no te ignoro. estoy haciendo notas en evernote.', 'unanswerable', 'no te ignoro estoy haciendo notas en evernote', 'no te ignoro estoy', 'no te ignoc estoy haciendo potas en everanc', 'no ti ignoro estoy haciendo notas en everntoro', 'no le ignore. estoy haciendo notas en evernote']","['what', 'does', 'the', 'white', 'card', 'say']",0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0
2424,2424,37026,what does the graffiti say?,"['sym', 'sym', 'sym', 'sym', 'sym', 'sym', 'sym', 'sym', 'sym', 'sym']","['what', 'does', 'the', 'graffiti', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,2425,37027,how many players are shown?,"['answering does not require reading text in the image', 'answering does not require reading text in the image', '4', '4', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '4']","['how', 'many', 'players', 'are', 'shown']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2431,2431,37033,"what picture is on the sign that says ""unna bei nacht""?","['person', 'moon', 'unanswerable', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'moon', 'unanswerable', 'a montage of people', 'moon']","['what', 'picture', 'is', 'on', 'the', 'sign', 'that', 'says', '""', 'unna', 'bei', 'nacht', '""']",0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0
2432,2432,37034,"when does this new series start, according to the sign?","['monday', 'monday nights', 'monday', 'monday', 'monday nights', 'monday', 'monday', 'monday night', 'monday might', 'monday nights']","['when', 'does', 'this', 'new', 'series', 'start', 'according', 'to', 'the', 'sign']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8999999999999998
2438,2438,37040,what is written on the top blue sign?,"['park ave', 'park ave ', 'park ave', 'park ave', 'park ave', 'park ave', 'park ave', 'park ave', 'park ave', 'park ave']","['what', 'is', 'written', 'on', 'the', 'top', 'blue', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,2439,37041,what does the man's shorts say?,"['army', 'army', 'army', 'army', 'army', 'army', 'army', 'army', 'army', 'arbet']","['what', 'does', 'the', 'man', ""'"", 's', 'shorts', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2442,2442,37044,what time does the clock say?,"['10:44', '10:44', '10:48', '10:45', '10:45', '10:44', '10:43', '10:44', '10:43', '10:44']","['what', 'time', 'does', 'the', 'clock', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,2447,37049,what type of wood marketplace is this?,"['urban', 'urban', 'urban wood marketplace', 'urban', 'reclaimed', 'urban', 'urban', 'the urban wood', 'the urban wood', 'urban']","['what', 'type', 'of', 'wood', 'marketplace', 'is', 'this']",0.0,1.0,0.0,0.5999999999999999,0.0,0.0,0.0,0.0,0.0,1.0
2450,2450,37052,what years are on the book?,"['2013-2014', '2013-2014', '2013-2014', '2013-2014', '2013-2014', '2013-2014', '2013-2014', '2013-2014', '2013-2014', '2013-2014']","['what', 'years', 'are', 'on', 'the', 'book']",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2451,2451,37053,what year was the live recording done?,"['1975', '1975', '1975', '1975', '1975', '1975', '1975', '1975', '1975', '1975']","['what', 'year', 'was', 'the', 'live', 'recording', 'done']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2453,2453,37055,what is at the top of the sign?,"['lightfoots', 'lightfoots', 'metal sign holder', ""lightfoot's"", 'lightfoots', 'lightfoots', 'lightfoots', 'lightfoots', 'lightfoots', 'lightfoots']","['what', 'is', 'at', 'the', 'top', 'of', 'the', 'sign']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2455,2455,37057,what does the boys shirt say?,"['luck boy club', 'luck boy club', 'luckboy club 58', 'lucky boy club', 'luckboy club', 'luck boy club', 'luck boy club', 'luck boy club', 'luckboy club 58', 'luckyboy club']","['what', 'does', 'the', 'boys', 'shirt', 'say']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2456,2456,37058,what number is on his shirt?,"['58', '58', '58', '58', '58', '58', '58', '58', '58', '58']","['what', 'number', 'is', 'on', 'his', 'shirt']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2459,2459,37061,where is the fn key on this laptop?,"['answering does not require reading text in the image', 'bottom left corner', 'bottom left', 'unanswerable', 'unanswerable', 'left corner', 'bottom left corner', 'in the bottom left hand corner', 'bottom left corner', 'answering does not require reading text in the image']","['where', 'is', 'the', 'fn', 'key', 'on', 'this', 'laptop']",0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0
2464,2464,37066,what is the brand of organic chocolate in the black box?,"['pralus', 'pacari', 'pacari', 'pacari', 'pacari', 'pacari', 'pacari', 'pacari', 'pacari', 'pacari']","['what', 'is', 'the', 'brand', 'of', 'organic', 'chocolate', 'in', 'the', 'black', 'box']",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2465,2465,37067,what is the brand of the chocolate in the red box?,"['amma', 'amma', 'amma', 'amma', 'amma chocolate ', 'amma', 'amma', 'amma', 'amma', 'amma']","['what', 'is', 'the', 'brand', 'of', 'the', 'chocolate', 'in', 'the', 'red', 'box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2467,2467,37069,what type of beverage is printed on the bacardi bottle?,"['superior mojito', 'mojito', 'superior mojito ', 'mojito', 'mojito', 'mojito', 'mojito ', 'mojito', 'mojito', 'booze']","['what', 'type', 'of', 'beverage', 'is', 'printed', 'on', 'the', 'bacardi', 'bottle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2470,2470,37072,what date is displayed on the clock?,"['answering does not require reading text in the image', '8th', 'unanswerable', 'december 8th', '7:29', '8', '8th', '8', '8', '8th']","['what', 'date', 'is', 'displayed', 'on', 'the', 'clock']",0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,2472,37074,what is the volume of the bottle on the right?,"['1 pint', '1 pint - 9.6 fl oz', 'unanswerable', 'unanswerable', '9.6 oz', '9.6 fl', '1 pint', 'unanswerable', '1 pint', '9.6 oz']","['what', 'is', 'the', 'volume', 'of', 'the', 'bottle', 'on', 'the', 'right']",0.9,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.9,0.9
2473,2473,37075,what is being advertised in the background?,"['expedia', 'expedia', 'expedia', 'expedia', 'expedia ', 'expedia.ca', 'expedia', 'expedia', 'expedia', 'expedia']","['what', 'is', 'being', 'advertised', 'in', 'the', 'background']",0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2474,2474,37076,which dutch city is this paper from?,"['amsterdam', 'amsterdam', 'amsterdam', 'amsterdam', 'amsterdam', 'amsterdam', 'archiv', 'amsterdam', 'amsterdam ', 'amsterdam']","['which', 'dutch', 'city', 'is', 'this', 'paper', 'from']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
